t,ey,epsi,delta
15.450000,-0.000000,0.000000,0.000000
15.500000,-0.000000,0.000000,-0.000000
15.550000,-0.000000,0.000000,-0.000000
15.600000,-0.000000,0.000000,-0.000000
15.650000,-0.000000,0.000000,-0.000000
15.700000,-0.000000,0.000000,-0.000000
15.750000,-0.000000,0.000000,-0.000000
15.800000,-0.000000,0.000000,-0.000000
15.850000,0.000000,0.000000,-0.000000
15.900000,0.000000,0.000000,-0.000000
15.950000,0.000000,-0.000000,-0.000000
16.000000,0.000000,-0.000000,0.000000
16.050000,0.000000,-0.000000,0.000000
16.100000,0.000000,-0.000000,0.000000
16.150000,0.000000,-0.000000,0.000000
16.200000,0.000000,-0.000000,0.000000
16.250000,0.000000,-0.000000,0.000000
16.300000,0.000000,-0.000000,0.000000
16.350000,-0.000000,-0.000000,0.000000
16.400000,-0.000000,-0.000000,0.000000
16.450000,-0.000000,0.000000,0.000000
16.500000,-0.000000,0.000000,0.000000
16.550000,-0.000000,0.000000,-0.000000
16.600000,-0.000000,0.000000,-0.000000
16.650000,-0.000000,0.000000,-0.000000
16.700000,-0.000000,0.000000,-0.000000
16.750000,-0.000000,0.000000,-0.000000
16.800000,-0.000000,0.000000,-0.000000
16.850000,-0.000000,0.000000,-0.000000
16.900000,0.000000,0.000000,-0.000000
16.950000,0.000000,0.000000,-0.000000
17.000000,0.000000,-0.000000,-0.000000
17.050000,0.000000,-0.000000,0.000000
17.100000,0.000000,-0.000000,0.000000
17.150000,0.000000,-0.000000,0.000000
17.200000,0.000000,-0.000000,0.000000
17.250000,0.000000,-0.000000,0.000000
17.300000,0.000000,-0.000000,0.000000
17.350000,0.000000,-0.000000,0.000000
17.400000,-0.000000,-0.000000,0.000000
17.450000,-0.000000,-0.000000,0.000000
17.500000,-0.000000,0.000000,0.000000
17.550000,-0.000000,0.000000,0.000000
17.600000,-0.000000,0.000000,-0.000000
17.650000,-0.000000,0.000000,-0.000000
17.700000,-0.000000,0.000000,-0.000000
17.750000,-0.000000,0.000000,-0.000000
17.800000,-0.000000,0.000000,-0.000000
17.850000,-0.000000,0.000000,-0.000000
17.900000,-0.000000,0.000000,-0.000000
17.950000,0.000000,0.000000,-0.000000
18.000000,0.000000,0.000000,-0.000000
18.050000,0.000000,-0.000000,-0.000000
18.100000,0.000000,-0.000000,0.000000
18.150000,0.000000,-0.000000,0.000000
18.200000,0.000000,-0.000000,0.000000
18.250000,0.000000,-0.000000,0.000000
18.300000,0.000000,-0.000000,0.000000
18.350000,0.000000,-0.000000,0.000000
18.400000,0.000000,-0.000000,0.000000
18.450000,-0.000000,-0.000000,0.000000
18.500000,-0.000000,-0.000000,0.000000
18.550000,-0.000000,0.000000,0.000000
18.600000,-0.000000,0.000000,0.000000
18.650000,-0.000000,0.000000,-0.000000
18.700000,-0.000000,0.000000,-0.000000
18.750000,-0.000000,0.000000,-0.000000
18.800000,-0.000000,0.000000,-0.000000
18.850000,-0.000000,0.000000,-0.000000
18.900000,-0.000000,0.000000,-0.000000
18.950000,-0.000000,0.000000,-0.000000
19.000000,0.000000,0.000000,-0.000000
19.050000,0.000000,0.000000,-0.000000
19.100000,0.000000,-0.000000,-0.000000
19.150000,0.000000,-0.000000,0.000000
19.200000,0.000000,-0.000000,0.000000
19.250000,0.000000,-0.000000,0.000000
19.300000,0.000000,-0.000000,0.000000
19.350000,0.000000,-0.000000,0.000000
19.400000,0.000000,-0.000000,0.000000
19.450000,0.000000,-0.000000,0.000000
19.500000,-0.000000,-0.000000,0.000000
19.550000,-0.000000,-0.000000,0.000000
19.600000,-0.000000,0.000000,0.000000
19.650000,-0.000000,0.000000,0.000000
19.700000,-0.000000,0.000000,-0.000000
19.750000,-0.000000,0.000000,-0.000000
19.800000,-0.000000,0.000000,-0.000000
19.850000,-0.000000,0.000000,-0.000000
19.900000,-0.000000,0.000000,-0.000000
19.950000,-0.000000,0.000000,-0.000000
20.000000,-0.000000,0.000000,-0.000000
20.050000,0.000000,0.000000,-0.000000
20.100000,0.000000,0.000000,-0.000000
20.150000,0.000000,-0.000000,-0.000000
20.200000,0.000000,-0.000000,0.000000
20.250000,0.000000,-0.000000,0.000000
20.300000,0.000000,-0.000000,0.000000
20.350000,0.000000,-0.000000,0.000000
20.400000,0.000000,-0.000000,0.000000
20.450000,0.000000,-0.000000,0.000000
20.500000,0.000000,-0.000000,0.000000
20.550000,-0.000000,-0.000000,0.000000
20.600000,-0.000000,-0.000000,0.000000
20.650000,-0.000000,0.000000,0.000000
20.700000,-0.000000,0.000000,0.000000
20.750000,-0.000000,0.000000,-0.000000
20.800000,-0.000000,0.000000,-0.000000
20.850000,-0.000000,0.000000,-0.000000
20.900000,-0.000000,0.000000,-0.000000
20.950000,-0.000000,0.000000,-0.000000
21.000000,-0.000000,0.000000,-0.000000
21.050000,-0.000000,0.000000,-0.000000
21.100000,0.000000,0.000000,-0.000000
21.150000,0.000000,0.000000,-0.000000
21.200000,0.000000,-0.000000,-0.000000
21.250000,0.000000,-0.000000,0.000000
21.300000,0.000000,-0.000000,0.000000
21.350000,0.000000,-0.000000,0.000000
21.400000,0.000000,-0.000000,0.000000
21.450000,0.000000,-0.000000,0.000000
21.500000,0.000000,-0.000000,0.000000
21.550000,0.000000,-0.000000,0.000000
21.600000,-0.000000,-0.000000,0.000000
21.650000,-0.000000,-0.000000,0.000000
21.700000,-0.000000,0.000000,0.000000
21.750000,-0.000000,0.000000,0.000000
21.800000,-0.000000,0.000000,-0.000000
21.850000,-0.000000,0.000000,-0.000000
21.900000,-0.000000,0.000000,-0.000000
21.950000,-0.000000,0.000000,-0.000000
22.000000,-0.000000,0.000000,-0.000000
22.050000,-0.000000,0.000000,-0.000000
22.100000,-0.000000,0.000000,-0.000000
22.150000,0.000000,0.000000,-0.000000
22.200000,0.000000,0.000000,-0.000000
22.250000,0.000000,-0.000000,-0.000000
22.300000,0.000000,-0.000000,0.000000
22.350000,0.000000,-0.000000,0.000000
22.400000,0.000000,-0.000000,0.000000
22.450000,0.000000,-0.000000,0.000000
22.500000,0.000000,-0.000000,0.000000
22.550000,0.000000,-0.000000,0.000000
22.600000,0.000000,-0.000000,0.000000
22.650000,-0.000000,-0.000000,0.000000
22.700000,-0.000000,-0.000000,0.000000
22.750000,-0.000000,0.000000,0.000000
22.800000,-0.000000,0.000000,0.000000
22.850000,-0.000000,0.000000,-0.000000
22.900000,-0.000000,0.000000,-0.000000
22.950000,-0.000000,0.000000,-0.000000
23.000000,-0.000000,0.000000,-0.000000
23.050000,-0.000000,0.000000,-0.000000
23.100000,-0.000000,0.000000,-0.000000
23.150000,-0.000000,0.000000,-0.000000
23.200000,0.000000,0.000000,-0.000000
23.250000,0.000000,0.000000,-0.000000
23.300000,0.000000,-0.000000,-0.000000
23.350000,0.000000,-0.000000,0.000000
23.400000,0.000000,-0.000000,0.000000
23.450000,0.000000,-0.000000,0.000000
23.500000,0.000000,-0.000000,0.000000
23.550000,0.000000,-0.000000,0.000000
23.600000,0.000000,-0.000000,0.000000
23.650000,0.000000,-0.000000,0.000000
23.700000,-0.000000,-0.000000,0.000000
23.750000,-0.000000,-0.000000,0.000000
23.800000,-0.000000,0.000000,0.000000
23.850000,-0.000000,0.000000,0.000000
23.900000,-0.000000,0.000000,-0.000000
23.950000,-0.000000,0.000000,-0.000000
24.000000,-0.000000,0.000000,-0.000000
24.050000,-0.000000,0.000000,-0.000000
24.100000,-0.000000,0.000000,-0.000000
24.150000,-0.000000,0.000000,-0.000000
24.200000,-0.000000,0.000000,-0.000000
24.250000,0.000000,0.000000,-0.000000
24.300000,0.000000,0.000000,-0.000000
24.350000,0.000000,-0.000000,-0.000000
24.400000,0.000000,-0.000000,0.000000
24.450000,0.000000,-0.000000,0.000000
24.500000,0.000000,-0.000000,0.000000
24.550000,0.000000,-0.000000,0.000000
24.600000,0.000000,-0.000000,0.000000
24.650000,0.000000,-0.000000,0.000000
24.700000,0.000000,-0.000000,0.000000
24.750000,-0.000000,-0.000000,0.000000
24.800000,-0.000000,-0.000000,0.000000
24.850000,-0.000000,0.000000,0.000000
24.900000,-0.000000,0.000000,0.000000
24.950000,-0.000000,0.000000,-0.000000
25.000000,-0.000000,0.000000,-0.000000
25.050000,-0.000000,0.000000,-0.000000
25.100000,-0.000000,0.000000,-0.000000
25.150000,-0.000000,0.000000,-0.000000
25.200000,-0.000000,0.000000,-0.000000
25.250000,-0.000000,0.000000,-0.000000
25.300000,0.000000,0.000000,-0.000000
25.350000,0.000000,-0.000000,-0.000000
25.400000,0.000000,-0.000000,-0.000000
25.450000,0.000000,-0.000000,0.000000
25.500000,0.000000,-0.000000,0.000000
25.550000,0.000000,-0.000000,0.000000
25.600000,0.000000,-0.000000,0.000000
25.650000,0.000000,-0.000000,0.000000
25.700000,0.000000,-0.000000,0.000000
25.750000,0.000000,-0.000000,0.000000
25.800000,-0.000000,-0.000000,0.000000
25.850000,-0.000000,-0.000000,0.000000
25.900000,-0.000000,0.000000,0.000000
25.950000,-0.000000,0.000000,0.000000
26.000000,-0.000000,0.000000,-0.000000
26.050000,-0.000000,0.000000,-0.000000
26.100000,-0.000000,0.000000,-0.000000
26.150000,-0.000000,0.000000,-0.000000
26.200000,-0.000000,0.000000,-0.000000
26.250000,-0.000000,0.000000,-0.000000
26.300000,-0.000000,0.000000,-0.000000
26.350000,0.000000,0.000000,-0.000000
26.400000,0.000000,-0.000000,-0.000000
26.450000,0.000000,-0.000000,-0.000000
26.500000,0.000000,-0.000000,0.000000
26.550000,0.000000,-0.000000,0.000000
26.600000,0.000000,-0.000000,0.000000
26.650000,0.000000,-0.000000,0.000000
26.700000,0.000000,-0.000000,0.000000
26.750000,0.000000,-0.000000,0.000000
26.800000,0.000000,-0.000000,0.000000
26.850000,-0.000000,-0.000000,0.000000
26.900000,-0.000000,-0.000000,0.000000
26.950000,-0.000000,0.000000,0.000000
27.000000,-0.000000,0.000000,0.000000
27.050000,-0.000000,0.000000,-0.000000
27.100000,-0.000000,0.000000,-0.000000
27.150000,-0.000000,0.000000,-0.000000
27.200000,-0.000000,0.000000,-0.000000
27.250000,-0.000000,0.000000,-0.000000
27.300000,-0.000000,0.000000,-0.000000
27.350000,-0.000000,0.000000,-0.000000
27.400000,0.000000,0.000000,-0.000000
27.450000,0.000000,-0.000000,-0.000000
27.500000,0.000000,-0.000000,-0.000000
27.550000,0.000000,-0.000000,0.000000
27.600000,0.000000,-0.000000,0.000000
27.650000,0.000000,-0.000000,0.000000
27.700000,0.000000,-0.000000,0.000000
27.750000,0.000000,-0.000000,0.000000
27.800000,0.000000,-0.000000,0.000000
27.850000,0.000000,-0.000000,0.000000
27.900000,-0.000000,-0.000000,0.000000
27.950000,-0.000000,-0.000000,0.000000
28.000000,-0.000000,0.000000,0.000000
28.050000,-0.000000,0.000000,0.000000
28.100000,-0.000000,0.000000,-0.000000
28.150000,-0.000000,0.000000,-0.000000
28.200000,-0.000000,0.000000,-0.000000
28.250000,-0.000000,0.000000,-0.000000
28.300000,-0.000000,0.000000,-0.000000
28.350000,-0.000000,0.000000,-0.000000
28.400000,-0.000000,0.000000,-0.000000
28.450000,0.000000,0.000000,-0.000000
28.500000,0.000000,-0.000000,-0.000000
28.550000,0.000000,-0.000000,-0.000000
28.600000,0.000000,-0.000000,0.000000
28.650000,0.000000,-0.000000,0.000000
28.700000,0.000000,-0.000000,0.000000
28.750000,0.000000,-0.000000,0.000000
28.800000,0.000000,-0.000000,0.000000
28.850000,0.000000,-0.000000,0.000000
28.900000,0.000000,-0.000000,0.000000
28.950000,-0.000000,-0.000000,0.000000
29.000000,-0.000000,-0.000000,0.000000
29.050000,-0.000000,0.000000,0.000000
29.100000,-0.000000,0.000000,0.000000
29.150000,-0.000000,0.000000,-0.000000
29.200000,-0.000000,0.000000,-0.000000
29.250000,-0.000000,0.000000,-0.000000
29.300000,-0.000000,0.000000,-0.000000
29.350000,-0.000000,0.000000,-0.000000
29.400000,-0.000000,0.000000,-0.000000
29.450000,-0.000000,0.000000,-0.000000
29.500000,0.000000,0.000000,-0.000000
29.550000,0.000000,-0.000000,-0.000000
29.600000,0.000000,-0.000000,-0.000000
29.650000,0.000000,-0.000000,0.000000
29.700000,0.000000,-0.000000,0.000000
29.750000,0.000000,-0.000000,0.000000
29.800000,0.000000,-0.000000,0.000000
29.850000,0.000000,-0.000000,0.000000
29.900000,0.000000,-0.000000,0.000000
29.950000,0.000000,-0.000000,0.000000
